Date,Open,High,Low,Close,Adj Close,Volume,RSI
2016-04-06,7250.0,7300.0,7200.0,7225.0,"4,411.92",22416600.0,54.55971856836191
2016-04-07,7225.0,7300.0,7225.0,7300.0,"4,457.72",30498500.0,57.18714086553971
2016-04-08,7225.0,7275.0,7200.0,7200.0,"4,396.66",18516700.0,52.803126889905116
2016-04-12,7000.0,7275.0,6975.0,7250.0,"4,427.19",24135600.0,54.811927067047804
2016-04-20,7600.0,7675.0,7575.0,7575.0,"4,625.65",20088700.0,68.4344671212283
2016-04-21,7575.0,7650.0,7425.0,7525.0,"4,595.12",22761300.0,65.17900015150087
2016-04-22,7525.0,7525.0,7350.0,7350.0,"4,488.25",27734400.0,55.269017862252284
2016-04-25,7450.0,7450.0,7250.0,7350.0,"4,488.25",27530200.0,55.269017862252284
2016-04-26,7350.0,7350.0,7150.0,7200.0,"4,396.66",26034000.0,48.012299503694884
2016-04-27,6950.0,6950.0,6700.0,6825.0,"4,167.66",97825300.0,35.47283241402107
2016-04-28,6850.0,6900.0,6700.0,6725.0,"4,106.60",50507400.0,32.997884375022934
2016-04-29,6700.0,6775.0,6600.0,6725.0,"4,106.60",33714200.0,32.99788437502295
2016-05-02,6775.0,6775.0,6625.0,6700.0,"4,091.33",17509900.0,32.34359792965125
2016-05-03,6700.0,6700.0,6575.0,6600.0,"4,030.27",36342500.0,29.7984114149709
2016-05-04,6600.0,6675.0,6525.0,6650.0,"4,060.80",44649100.0,32.652121760744905
2016-05-09,6650.0,6650.0,6400.0,6400.0,"3,975.70",67013600.0,32.652121760744905
2016-05-10,6425.0,6550.0,6375.0,6525.0,"4,053.35",46594200.0,40.23763211163289
2016-05-11,6650.0,6700.0,6550.0,6650.0,"4,131.00",32150300.0,46.70240381270237
2016-05-12,6650.0,6675.0,6475.0,6525.0,"4,053.35",26444000.0,41.82945061690289
2016-05-13,6500.0,6525.0,6275.0,6325.0,"3,929.11",55281200.0,35.45509454869941
2016-05-16,6250.0,6325.0,6000.0,6200.0,"3,851.46",48920300.0,32.15678452304442
2016-05-17,6200.0,6325.0,6150.0,6325.0,"3,929.11",25194100.0,38.33465341207417
2016-05-18,6300.0,6375.0,6225.0,6250.0,"3,882.52",27431800.0,36.204407956812155
2016-05-19,6175.0,6325.0,6100.0,6250.0,"3,882.52",34656300.0,36.20440795681216
2016-05-20,6225.0,6400.0,6225.0,6350.0,"3,944.64",32042500.0,41.25258921452418
2016-05-23,6300.0,6375.0,6275.0,6375.0,"3,960.17",18511100.0,42.47805868026504
2016-05-24,6400.0,6450.0,6350.0,6375.0,"3,960.17",20447700.0,42.47805868026504
2016-05-25,6475.0,6575.0,6425.0,6575.0,"4,084.41",23941500.0,51.80564524389441
2016-05-26,6600.0,6650.0,6525.0,6550.0,"4,068.88",16606400.0,50.698946580325895
2016-05-27,6550.0,6700.0,6550.0,6700.0,"4,162.06",21218800.0,56.678777877867844
2016-05-30,6700.0,6775.0,6575.0,6750.0,"4,193.12",31212200.0,58.48631588480025
2016-05-31,6750.0,6800.0,6600.0,6600.0,"4,099.94",58869400.0,51.53883622640202
2016-06-01,6625.0,6725.0,6600.0,6675.0,"4,146.53",24062800.0,54.45220249277779
2016-06-02,6625.0,6650.0,6500.0,6500.0,"4,037.82",20639400.0,47.30594816563671
2016-06-03,6550.0,6650.0,6500.0,6600.0,"4,099.94",13625600.0,51.24363330560155
2016-06-06,6550.0,6850.0,6550.0,6850.0,"4,255.24",23510600.0,59.409910123025185
2016-06-07,6850.0,6900.0,6775.0,6850.0,"4,255.24",28603700.0,59.409910123025185
2016-06-08,6875.0,6975.0,6875.0,6900.0,"4,286.30",27930200.0,60.927866366301465
2016-06-09,6925.0,6950.0,6850.0,6875.0,"4,270.77",14550700.0,59.725182695711894
2016-06-10,6850.0,6925.0,6625.0,6625.0,"4,115.47",14704700.0,49.254678074174734
2016-06-13,6625.0,6700.0,6550.0,6575.0,"4,084.41",14561800.0,47.46252284354109
2016-06-14,6525.0,6700.0,6525.0,6700.0,"4,162.06",12756100.0,52.14995683625844
2016-06-15,6625.0,6825.0,6625.0,6725.0,"4,177.59",12987100.0,53.05214349074558
2016-06-16,6750.0,6750.0,6550.0,6575.0,"4,084.41",22245400.0,47.29076581639701
2016-06-17,6625.0,6650.0,6500.0,6600.0,"4,099.94",32309300.0,48.29853185461787
2016-06-20,6625.0,6750.0,6550.0,6750.0,"4,193.12",21714000.0,53.98343584715771
2016-06-21,6800.0,6925.0,6725.0,6750.0,"4,193.12",36229900.0,53.98343584715771
2016-06-22,6800.0,7000.0,6800.0,6975.0,"4,332.89",23881000.0,61.37232931409927
2016-06-23,6975.0,7000.0,6850.0,6950.0,"4,317.36",17108600.0,60.21537872299391
2016-06-24,6950.0,7000.0,6500.0,6700.0,"4,162.06",69358100.0,50.05374638021499
2016-06-27,6550.0,6675.0,6525.0,6625.0,"4,115.47",51773700.0,47.4658704956682
2016-06-28,6600.0,6975.0,6600.0,6975.0,"4,332.89",66578500.0,58.30079905494322
2016-06-29,7000.0,7200.0,7000.0,7200.0,"4,472.66",48104200.0,63.510907167730444
2016-06-30,7300.0,7400.0,7300.0,7400.0,"4,596.90",75553500.0,67.40897331976862
2016-07-01,7450.0,7475.0,7275.0,7400.0,"4,596.90",29479500.0,67.40897331976862
2016-07-11,7425.0,7600.0,7150.0,7250.0,"4,503.72",60681700.0,61.677774634211275
2016-07-12,7275.0,7350.0,7150.0,7250.0,"4,503.72",47359700.0,61.677774634211275
2016-07-13,7275.0,7300.0,7175.0,7275.0,"4,519.25",32802700.0,62.297383128838604
2016-07-14,7175.0,7325.0,7100.0,7100.0,"4,410.54",45875000.0,55.52921831312216
2016-07-15,7050.0,7175.0,6975.0,7100.0,"4,410.54",59396300.0,55.52921831312216
2016-07-18,7100.0,7325.0,7100.0,7250.0,"4,503.72",48963100.0,59.86391493643651
2016-07-19,7300.0,7400.0,7250.0,7325.0,"4,550.31",57681000.0,61.865423968445995
2016-07-20,7325.0,7450.0,7325.0,7450.0,"4,627.96",49029600.0,64.99831262512525
2016-07-21,7450.0,7475.0,7300.0,7375.0,"4,581.37",35910000.0,61.721880890425446
2016-07-22,7375.0,7400.0,7275.0,7350.0,"4,565.84",17475400.0,60.624864166094454
2016-07-25,7350.0,7500.0,7325.0,7500.0,"4,659.02",45074900.0,64.68104975001651
2016-07-26,7475.0,7500.0,7425.0,7450.0,"4,627.96",31400400.0,62.374482423576985
2016-07-27,7500.0,7600.0,7350.0,7375.0,"4,581.37",61240600.0,58.97707043830994
2016-07-28,7450.0,7500.0,7375.0,7425.0,"4,612.43",35891800.0,60.52090880854604
2016-07-29,7500.0,7825.0,7475.0,7725.0,"4,798.79",129410200.0,68.24322364333827
2016-08-01,7900.0,8075.0,7875.0,8000.0,"4,969.62",73522100.0,73.38291431507
2016-08-02,8000.0,8050.0,7950.0,7975.0,"4,954.09",44125300.0,72.23829762937525
2016-08-03,7975.0,8000.0,7900.0,7950.0,"4,938.56",41196800.0,71.0449066557704
2016-08-04,7750.0,7950.0,7650.0,7750.0,"4,814.32",26527100.0,62.193096404469955
2016-08-05,7750.0,7975.0,7725.0,7925.0,"4,923.03",42441700.0,66.16548592708624
2016-08-08,8000.0,8325.0,7950.0,8325.0,"5,171.51",55130200.0,73.11808959461808
2016-08-09,8250.0,8250.0,8075.0,8125.0,"5,047.27",70915800.0,65.83374053247965
2016-08-10,8100.0,8175.0,8025.0,8125.0,"5,047.27",49969400.0,65.83374053247965
2016-08-11,8175.0,8200.0,8050.0,8125.0,"5,047.27",33820500.0,65.83374053247965
2016-08-12,8200.0,8200.0,7975.0,7975.0,"4,954.09",24908300.0,60.21444451472942
2016-08-15,8000.0,8000.0,7825.0,7850.0,"4,876.44",28406000.0,55.930118085999176
2016-08-16,7800.0,7950.0,7800.0,7875.0,"4,891.97",40836100.0,56.595289250497615
2016-08-18,7975.0,8650.0,7950.0,8300.0,"5,155.98",96868200.0,65.99251478213347
2016-08-19,8425.0,8450.0,8075.0,8100.0,"5,031.74",30975500.0,59.46767987655616
2016-08-22,8175.0,8400.0,8175.0,8300.0,"5,155.98",43852800.0,63.36816159849935
2016-08-23,8500.0,8500.0,8050.0,8100.0,"5,031.74",79183700.0,57.41774219233843
2016-08-24,8150.0,8225.0,8100.0,8200.0,"5,093.86",30164200.0,59.46719452515408
2016-08-25,8300.0,8475.0,8275.0,8400.0,"5,218.10",76786200.0,63.27429197042518
2016-08-26,8400.0,8425.0,8300.0,8350.0,"5,187.04",27486600.0,61.71368514818648
2016-08-29,8350.0,8375.0,8050.0,8075.0,"5,016.21",42822200.0,53.84726356349615
2016-08-30,8150.0,8250.0,8025.0,8075.0,"5,016.21",41903400.0,53.847263563496156
2016-08-31,8050.0,8200.0,8050.0,8150.0,"5,062.80",53231400.0,55.63591296782499
2016-09-01,8100.0,8125.0,7925.0,8025.0,"4,985.15",23453400.0,52.017558080093025
2016-09-02,8075.0,8125.0,8025.0,8100.0,"5,031.74",19747700.0,53.952628265778436
2016-09-05,8200.0,8300.0,8150.0,8275.0,"5,140.45",30141400.0,58.189640746306075
2016-09-06,8300.0,8300.0,8200.0,8300.0,"5,155.98",20643400.0,58.77324797275859
2016-09-07,8350.0,8400.0,8200.0,8300.0,"5,155.98",29729500.0,58.77324797275859
2016-09-08,8375.0,8375.0,8250.0,8300.0,"5,155.98",17156700.0,58.77324797275859
2016-09-09,8300.0,8300.0,8175.0,8225.0,"5,109.39",27935400.0,55.85211267903907
2016-09-13,8050.0,8075.0,7850.0,7950.0,"4,938.56",32884300.0,46.68900636453477
2016-09-14,7900.0,7925.0,7700.0,7725.0,"4,798.79",39181500.0,40.79222504346552
2016-09-15,7800.0,8200.0,7775.0,8150.0,"5,062.80",48523100.0,52.89441328644072
2016-09-16,8200.0,8225.0,7975.0,7975.0,"4,954.09",47853400.0,48.49851712275241
2016-09-19,8100.0,8300.0,8075.0,8225.0,"5,109.39",17504900.0,54.336865241753394
2016-09-20,8225.0,8300.0,8225.0,8300.0,"5,155.98",15070400.0,55.950184380924554
2016-09-21,8300.0,8675.0,8250.0,8550.0,"5,311.28",36173800.0,60.908157143598686
2016-09-22,8750.0,8850.0,8675.0,8775.0,"5,451.05",39805500.0,64.75324585249072
2016-09-23,8600.0,8800.0,8450.0,8600.0,"5,342.34",35593100.0,59.82446763980018
2016-09-26,8475.0,8475.0,8375.0,8425.0,"5,233.63",24364400.0,55.292096420232575
2016-09-27,8350.0,8700.0,8300.0,8700.0,"5,439.98",41810600.0,55.292096420232575
2016-09-28,8700.0,8800.0,8650.0,8725.0,"5,455.61",28727300.0,55.88838379048154
2016-09-29,8775.0,8875.0,8675.0,8675.0,"5,424.34",32973700.0,54.32772660532672
2016-09-30,8500.0,8650.0,8225.0,8250.0,"5,158.60",53471300.0,43.26775653118333
2016-10-03,8425.0,8525.0,8350.0,8475.0,"5,299.29",23741300.0,49.167731666729146
2016-10-04,8525.0,8600.0,8450.0,8600.0,"5,377.45",30866100.0,52.14526942246033
2016-10-05,8575.0,8575.0,8375.0,8425.0,"5,268.02",15212400.0,47.91380076148211
2016-10-06,8425.0,8525.0,8350.0,8350.0,"5,221.13",12990900.0,46.1840784270696
2016-10-07,8400.0,8425.0,8200.0,8200.0,"5,127.33",25228600.0,42.852097306688755
2016-10-10,8200.0,8300.0,8200.0,8275.0,"5,174.23",9528300.0,44.98914082249324
2016-10-11,8300.0,8400.0,8250.0,8325.0,"5,205.49",43085200.0,46.4274389072316
2016-10-12,8400.0,8400.0,8300.0,8300.0,"5,189.86",27172600.0,45.78288635717283
2016-10-13,8300.0,8300.0,8075.0,8200.0,"5,127.33",26352300.0,43.19940100533241
2016-10-14,8175.0,8350.0,8075.0,8325.0,"5,205.49",42981500.0,47.20948465847001
2016-10-17,8325.0,8350.0,8225.0,8225.0,"5,142.97",18988500.0,44.50265392909495
2016-10-18,8325.0,8500.0,8300.0,8475.0,"5,299.29",49669800.0,51.92403216805347
2016-10-19,8450.0,8500.0,8325.0,8375.0,"5,236.76",32308300.0,49.09588429921055
2016-10-20,8425.0,8450.0,8350.0,8375.0,"5,236.76",17963700.0,49.09588429921055
2016-10-21,8425.0,8425.0,8350.0,8375.0,"5,236.76",11044900.0,49.09588429921055
2016-10-24,8425.0,8425.0,8250.0,8300.0,"5,189.86",20644900.0,46.712562382538266
2016-10-25,8300.0,8300.0,8175.0,8175.0,"5,111.70",29964900.0,42.96867311137054
2016-10-26,8150.0,8225.0,8100.0,8200.0,"5,127.33",34332500.0,43.93647044157248
2016-10-27,8200.0,8275.0,8125.0,8250.0,"5,158.60",37049100.0,45.913330217499635
2016-10-28,8200.0,8275.0,8125.0,8175.0,"5,111.70",17564500.0,43.43903486873969
2016-10-31,8175.0,8275.0,8150.0,8225.0,"5,142.97",24458400.0,45.54590008199855
2016-11-01,8250.0,8350.0,8175.0,8325.0,"5,205.49",20065900.0,49.59025379231127
2016-11-02,8275.0,8400.0,8200.0,8325.0,"5,205.49",32143000.0,49.59025379231127
2016-11-03,8250.0,8375.0,8125.0,8125.0,"5,080.44",60106500.0,42.302639543985414
2016-11-04,8050.0,8200.0,8050.0,8125.0,"5,080.44",45768800.0,42.30263954398541
2016-11-07,8175.0,8250.0,8075.0,8225.0,"5,142.97",36417500.0,46.83336350018344
2016-11-08,8250.0,8400.0,8175.0,8375.0,"5,236.76",31162900.0,52.81832002718584
2016-11-09,8375.0,8400.0,8100.0,8250.0,"5,158.60",60972000.0,47.97198999842096
2016-11-10,8300.0,8350.0,8225.0,8300.0,"5,189.86",24768700.0,49.95021327625792
2016-11-11,8050.0,8075.0,7700.0,7700.0,"4,814.69",104109100.0,33.49295491555577
2016-11-14,7700.0,7775.0,7300.0,7625.0,"4,767.79",85211400.0,32.07055627174721
2016-11-15,7675.0,7800.0,7575.0,7625.0,"4,767.79",35039200.0,32.07055627174721
2016-11-16,7775.0,7850.0,7725.0,7825.0,"4,892.85",46434900.0,39.95679355682982
2016-11-17,7825.0,7875.0,7725.0,7850.0,"4,908.48",27155400.0,40.880716266584784
2016-11-18,7850.0,7875.0,7750.0,7850.0,"4,908.48",23176400.0,40.880716266584784
2016-11-21,7750.0,7900.0,7725.0,7900.0,"4,939.75",27592100.0,42.918085115731834
2016-11-22,7850.0,7900.0,7725.0,7750.0,"4,845.96",29573500.0,38.618363821593576
2016-11-23,7750.0,7825.0,7725.0,7775.0,"4,861.59",24919700.0,39.70261984872096
2016-11-24,7725.0,7725.0,7450.0,7525.0,"4,705.27",24274400.0,33.35711046390993
2016-11-25,7450.0,7625.0,7450.0,7625.0,"4,767.79",14112800.0,37.64980343255081
2016-11-28,7675.0,7900.0,7650.0,7825.0,"4,892.85",30602500.0,45.24615888547086
2016-11-29,7825.0,7975.0,7700.0,7700.0,"4,814.69",26501300.0,41.81701885090412
2016-11-30,7750.0,7875.0,7550.0,7550.0,"4,720.90",41566100.0,38.086724846646085
2016-12-01,7650.0,7750.0,7650.0,7700.0,"4,814.69",25469700.0,43.51324366883573
2016-12-02,7800.0,7875.0,7725.0,7850.0,"4,908.48",25896900.0,48.38512907322291
2016-12-05,7825.0,7950.0,7800.0,7875.0,"4,924.12",13664000.0,49.17197035137116
2016-12-06,7875.0,7950.0,7725.0,7850.0,"4,908.48",28645900.0,48.37774707187138
2016-12-07,7825.0,7825.0,7750.0,7775.0,"4,861.59",17371800.0,45.978443478619546
2016-12-08,7825.0,7825.0,7750.0,7800.0,"4,877.22",29145400.0,46.92338773307076
2016-12-09,7800.0,7875.0,7750.0,7825.0,"4,892.85",34361400.0,47.9047334763644
2016-12-13,7900.0,7900.0,7650.0,7850.0,"4,908.48",31561800.0,48.92177647723343
2016-12-14,7825.0,7825.0,7750.0,7775.0,"4,861.59",26827000.0,46.019185021649214
2016-12-15,7725.0,7800.0,7650.0,7750.0,"4,845.96",32915000.0,45.05948967091219
2016-12-16,7750.0,7775.0,7575.0,7575.0,"4,736.53",38768700.0,38.93807660483666
2016-12-19,7675.0,7700.0,7575.0,7625.0,"4,767.79",20215200.0,41.38808713934274
2016-12-20,7575.0,7650.0,7500.0,7550.0,"4,720.90",14635800.0,38.86881701182355
2016-12-21,7650.0,7750.0,7625.0,7700.0,"4,814.69",21196600.0,45.95438290622121
2016-12-22,7750.0,7750.0,7525.0,7525.0,"4,705.27",21018100.0,40.112851102540084
2016-12-23,7525.0,7575.0,7325.0,7325.0,"4,580.21",16161800.0,34.68618637584274
2016-12-27,7325.0,7700.0,7325.0,7625.0,"4,767.79",12811500.0,46.39982029980051
2016-12-28,7750.0,7825.0,7650.0,7825.0,"4,892.85",14942500.0,52.51409252564574
2016-12-29,7825.0,8150.0,7800.0,8125.0,"5,080.44",55270000.0,59.90280059775499
2016-12-30,8175.0,8275.0,8050.0,8275.0,"5,174.23",58357800.0,63.00257410809275
2017-01-03,8150.0,8225.0,8050.0,8200.0,"5,127.33",24401500.0,60.29943416324513
2017-01-04,8150.0,8175.0,7925.0,8000.0,"5,002.28",40244000.0,53.68467576319371
2017-01-05,8050.0,8125.0,8000.0,8125.0,"5,080.44",30992200.0,56.86925739649164
2017-01-06,8175.0,8250.0,8125.0,8175.0,"5,111.70",16866600.0,58.11000282317461
2017-01-09,8250.0,8250.0,8125.0,8150.0,"5,096.07",14383700.0,57.223611092906985
2017-01-10,8175.0,8225.0,8100.0,8200.0,"5,127.33",21384600.0,58.58428677410241
2017-01-11,8200.0,8200.0,8025.0,8025.0,"5,017.91",14060000.0,52.31227534173414
2017-01-12,8025.0,8100.0,7925.0,7925.0,"4,955.38",25391700.0,49.0788229739036
2017-01-13,7925.0,8125.0,7925.0,8000.0,"5,002.28",30164500.0,51.500127432513494
2017-01-16,8075.0,8075.0,7975.0,7975.0,"4,986.65",12032400.0,50.63581218002448
2017-01-17,7950.0,8075.0,7950.0,8050.0,"5,033.54",5848500.0,53.17473808460839
2017-01-18,8100.0,8175.0,8050.0,8125.0,"5,080.44",17112300.0,55.632220441073095
2017-01-19,8125.0,8150.0,8050.0,8150.0,"5,096.07",15267800.0,56.45263897657484
2017-01-20,8150.0,8150.0,8000.0,8000.0,"5,002.28",11094700.0,50.42744953401748
2017-01-23,8050.0,8100.0,7950.0,8025.0,"5,017.91",9106800.0,51.35924416924357
2017-01-24,8100.0,8100.0,8025.0,8050.0,"5,033.54",16250900.0,52.324318001118485
2017-01-25,8100.0,8100.0,8050.0,8100.0,"5,064.81",25295000.0,54.27819953340234
2017-01-26,8150.0,8150.0,8050.0,8075.0,"5,049.17",22812200.0,53.10626920352525
2017-01-27,8100.0,8125.0,8025.0,8100.0,"5,064.81",12243700.0,54.17186674888417
2017-01-30,8100.0,8125.0,7900.0,7900.0,"4,939.75",17179100.0,45.30279628716626
2017-01-31,7950.0,8050.0,7950.0,7950.0,"4,971.01",22016600.0,47.61199270472614
2017-02-01,8000.0,8100.0,7975.0,8050.0,"5,033.54",20593800.0,51.978610237915895
2017-02-02,8025.0,8100.0,8000.0,8100.0,"5,064.81",19035500.0,54.04130811484314
2017-02-03,8125.0,8200.0,8100.0,8100.0,"5,064.81",20891200.0,54.04130811484314
2017-02-06,8175.0,8200.0,8100.0,8125.0,"5,080.44",18280300.0,55.15823053746896
2017-02-07,8150.0,8150.0,8075.0,8125.0,"5,080.44",14697600.0,55.15823053746896
2017-02-08,8150.0,8175.0,8050.0,8050.0,"5,033.54",21574700.0,50.85787664984214
2017-02-09,8050.0,8150.0,8050.0,8075.0,"5,049.17",30856800.0,52.19577638728911
2017-02-10,8050.0,8125.0,8050.0,8050.0,"5,033.54",26024600.0,50.709020869047436
2017-02-13,8050.0,8125.0,8000.0,8100.0,"5,064.81",20576800.0,53.558250473164456
2017-02-14,8100.0,8125.0,8050.0,8075.0,"5,049.17",23611200.0,51.94154988964083
2017-02-16,8100.0,8150.0,8050.0,8100.0,"5,064.81",38036600.0,53.56709286356961
2017-02-17,7975.0,8000.0,7850.0,7900.0,"4,939.75",53666200.0,41.4795634905574
2017-02-20,7900.0,7975.0,7875.0,7950.0,"4,971.01",13073400.0,44.83120568956175
2017-02-21,7950.0,7975.0,7900.0,7925.0,"4,955.38",30564700.0,43.4900035915415
2017-02-22,7975.0,8050.0,7950.0,7975.0,"4,986.65",23042300.0,46.91085503825596
2017-02-23,7950.0,8050.0,7925.0,8050.0,"5,033.54",15700700.0,51.639886359737005
2017-02-24,8000.0,8150.0,7975.0,8125.0,"5,080.44",26949200.0,55.87296102912951
2017-02-27,8150.0,8150.0,8025.0,8025.0,"5,017.91",21673600.0,49.634522696134944
2017-02-28,8125.0,8425.0,8125.0,8200.0,"5,127.33",93601900.0,58.390246838395115
2017-03-01,8225.0,8350.0,8175.0,8325.0,"5,205.49",38356600.0,63.29822710038392
2017-03-02,8400.0,8550.0,8375.0,8475.0,"5,299.29",62638300.0,68.15274011115271
2017-03-03,8500.0,8550.0,8375.0,8400.0,"5,252.39",19648000.0,63.62149862076905
2017-03-06,8450.0,8550.0,8400.0,8550.0,"5,346.18",47114500.0,68.17840870559229
2017-03-07,8575.0,8575.0,8500.0,8500.0,"5,314.92",40699100.0,65.24458795162732
2017-03-08,8550.0,8550.0,8350.0,8400.0,"5,252.39",19314600.0,59.710429493358454
2017-03-09,8250.0,8375.0,8250.0,8250.0,"5,158.60",15842000.0,52.51485883554095
2017-03-10,8275.0,8275.0,8100.0,8150.0,"5,096.07",14405300.0,48.3331519392076
2017-03-13,8175.0,8250.0,8175.0,8250.0,"5,158.60",20977300.0,52.41386884522692
2017-03-14,8250.0,8275.0,8175.0,8200.0,"5,127.33",21438000.0,50.27572212181347
2017-03-15,8225.0,8250.0,8150.0,8175.0,"5,111.70",16327000.0,49.195114686666344
2017-03-16,8250.0,8575.0,8250.0,8575.0,"5,361.81",56153700.0,62.92565868318014
2017-03-17,8600.0,8800.0,8425.0,8475.0,"5,299.29",54184000.0,58.65759204464615
